"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy ISO3A Code","Reporting Economy","Partner Economy Code","Partner Economy ISO3A Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Category","Value"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","156","CHN","China","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","-","-","-","-","USM","Million US dollar","Trade system","Prior to 1992: CT data reported in HS"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","320","GTM","Guatemala","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Trade system","Beginning 02: general trade"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","156","CHN","China","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTEP","Electronic data processing and office equipment","-","-","-","-","USM","Million US dollar","Trade system","1990-1992: CT data reported in SITC Rev.2"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","156","CHN","China","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACHPH","Pharmaceuticals","-","-","-","-","USM","Million US dollar","Trade system","1990-1992: CT data reported in SITC Rev.2"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","051","ARM","Armenia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Trade system","Special trade"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","440","LTU","Lithuania","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Trade system","Beginning 2004: special trade (the general trade value would be about 2% higher)"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","156","CHN","China","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","-","-","-","-","USM","Million US dollar","Trade system","Prior to 1992: CT data reported in HS"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","156","CHN","China","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MIFU","Fuels","-","-","-","-","USM","Million US dollar","Trade system","Prior to 1992: CT data reported in HS"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","882","WSM","Samoa","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Trade system","Prior to 2000: special trade"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","422","LBN","Lebanese Republic","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Trade system","Prior to 2001: special trade. Beginning 2001: general trade sourced from customs."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","100","BGR","Bulgaria","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Trade system","Beginning 1999: special trade"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","233","EST","Estonia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","-","-","-","-","USM","Million US dollar","Trade system","Prior to 2000: general trade system. Beginning 2000: special trade system."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","233","EST","Estonia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOF","Office and telecom equipment","-","-","-","-","USM","Million US dollar","Trade system","Prior to 2000: general trade system. Beginning 2000: special trade system."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","120","CMR","Cameroon","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","-","-","-","-","USM","Million US dollar","Trade system","Special trade"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","156","CHN","China","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","-","-","-","-","USM","Million US dollar","Trade system","1990-1992: CT data reported in SITC Rev.2"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","156","CHN","China","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","-","-","-","-","USM","Million US dollar","Trade system","Prior to 1992: CT data reported in HS"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","792","TUR","Türkiye","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Trade system","Special trade"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","703","SVK","Slovak Republic","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Trade system","Special trade (relaxed definition)"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","072","BWA","Botswana","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Trade system","Special trade. Beginning 03 data conform with the relaxed definition of the special trade system, to take into account goods exported and imported for further processing."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","156","CHN","China","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACH","Chemicals","-","-","-","-","USM","Million US dollar","Trade system","Prior to 1992: CT data reported in HS"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","233","EST","Estonia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTAU","Automotive products","-","-","-","-","USM","Million US dollar","Trade system","Prior to 2000: general trade system. Beginning 2000: special trade system."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","156","CHN","China","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","-","-","-","-","USM","Million US dollar","Trade system","Prior to 1992: CT data reported in HS"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","156","CHN","China","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTTE","Transport equipment","-","-","-","-","USM","Million US dollar","Trade system","Prior to 1992: CT data reported in HS"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","356","IND","India","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Trade system","General trade"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","686","SEN","Senegal","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Trade system","Prior to 05: special trade"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","818","EGY","Egypt","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Trade system","Prior to 00: Special trade data sourced from CAPMAS. Beginning 00: general trade (from 00 to 07 special trade adjusted using Free Zone statistics sourced from the Central Bank and the Ministry of Trade). Revision done by WTO in April 09."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","156","CHN","China","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","-","-","-","-","USM","Million US dollar","Trade system","Prior to 1992: CT data reported in HS"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","604","PER","Peru","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Trade system","Special trade"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","233","EST","Estonia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACHPH","Pharmaceuticals","-","-","-","-","USM","Million US dollar","Trade system","Prior to 2000: general trade system. Beginning 2000: special trade system."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","156","CHN","China","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTAU","Automotive products","-","-","-","-","USM","Million US dollar","Trade system","Prior to 1992: CT data reported in HS"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","352","ISL","Iceland","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Trade system","Beginning 1999: special trade."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","454","MWI","Malawi","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Trade system","Prior to 74: special trade"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","893","MNE","Montenegro","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Trade system","Special trade (deemed to be of bettter quality than general trade data - see Central Bank's 2009 Chief Economist report page 147.)"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","120","CMR","Cameroon","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Trade system","Special trade."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","156","CHN","China","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","AGFO","Food","-","-","-","-","USM","Million US dollar","Trade system","Prior to 1992: CT data reported in HS"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","233","EST","Estonia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","-","-","-","-","USM","Million US dollar","Trade system","Prior to 2000: general trade system. Beginning 2000: special trade system."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","892","SRB","Serbia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Trade system","Prior to 07: data are according the special trade system. For 2007 the general trade value is some 3% higher than the special trade value (see Statistical Yearbook 2010 on http://webrzs.stat.gov.rs/axd/en/index.php)"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","608","PHL","Philippines","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Trade system","General trade"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","233","EST","Estonia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","-","-","-","-","USM","Million US dollar","Trade system","Prior to 2000: general trade system. Beginning 2000: special trade system."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","233","EST","Estonia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MIFU","Fuels","-","-","-","-","USM","Million US dollar","Trade system","Prior to 2000: general trade system. Beginning 2000: special trade system."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","894","ZMB","Zambia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Trade system","Prior to 08: special trade (ref. tables page 22 of "The Monthly" Jan09 issue, on www.zamstats.gov.zm)."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","170","COL","Colombia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Trade system","Special trade."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","233","EST","Estonia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","-","-","-","-","USM","Million US dollar","Trade system","Prior to 2000: general trade system. Beginning 2000: special trade system."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","296","KIR","Kiribati","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","AGFO","Food","-","-","-","-","USM","Million US dollar","Method of valuation","Until 2011: Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","MEX","Mexico","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTTE","Transport equipment","-","-","-","-","USM","Million US dollar","Method of valuation","Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","296","KIR","Kiribati","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","-","-","-","-","USM","Million US dollar","Method of valuation","Until 2011: Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","MEX","Mexico","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","-","-","-","-","USM","Million US dollar","Method of valuation","Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTEP","Electronic data processing and office equipment","-","-","-","-","USM","Million US dollar","Method of valuation","2000 onwards: Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","116","KHM","Cambodia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Method of valuation","Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","148","TCD","Chad","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Method of valuation","Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","MEX","Mexico","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","-","-","-","-","USM","Million US dollar","Method of valuation","Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","710","ZAF","South Africa","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","-","-","-","-","USM","Million US dollar","Method of valuation","Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","710","ZAF","South Africa","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTAU","Automotive products","-","-","-","-","USM","Million US dollar","Method of valuation","Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","296","KIR","Kiribati","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MATE","Textiles","-","-","-","-","USM","Million US dollar","Method of valuation","Until 2011: Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","MEX","Mexico","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","-","-","-","-","USM","Million US dollar","Method of valuation","Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","MEX","Mexico","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOF","Office and telecom equipment","-","-","-","-","USM","Million US dollar","Method of valuation","Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","710","ZAF","South Africa","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTEP","Electronic data processing and office equipment","-","-","-","-","USM","Million US dollar","Method of valuation","Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","710","ZAF","South Africa","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","-","-","-","-","USM","Million US dollar","Method of valuation","Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","MEX","Mexico","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","-","-","-","-","USM","Million US dollar","Method of valuation","Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","MEX","Mexico","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","-","-","-","-","USM","Million US dollar","Method of valuation","Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","036","AUS","Australia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","-","-","-","-","USM","Million US dollar","Method of valuation","Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","214","DOM","Dominican Republic","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","-","-","-","-","USM","Million US dollar","Method of valuation","Imports are valued f.o.b. until 2010, c.i.f. 2011 onwards (break in series)"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","214","DOM","Dominican Republic","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","-","-","-","-","USM","Million US dollar","Method of valuation","Imports are valued f.o.b. until 2010, c.i.f. 2011 onwards (break in series)"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","036","AUS","Australia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","-","-","-","-","USM","Million US dollar","Method of valuation","Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","124","CAN","Canada","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MIFU","Fuels","-","-","-","-","USM","Million US dollar","Method of valuation","Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","201","","Czech and Slovak Federal Republic","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACH","Chemicals","-","-","-","-","USM","Million US dollar","Method of valuation","Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","214","DOM","Dominican Republic","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACH","Chemicals","-","-","-","-","USM","Million US dollar","Method of valuation","Imports are valued f.o.b. until 2010, c.i.f. 2011 onwards (break in series)"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","036","AUS","Australia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","-","-","-","-","USM","Million US dollar","Method of valuation","Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","-","-","-","-","USM","Million US dollar","Method of valuation","2000 onwards: Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","-","-","-","-","USM","Million US dollar","Method of valuation","2000 onwards: Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","296","KIR","Kiribati","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTTL","Telecommunications equipment","-","-","-","-","USM","Million US dollar","Method of valuation","Until 2011: Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOF","Office and telecom equipment","-","-","-","-","USM","Million US dollar","Method of valuation","2000 onwards: Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","710","ZAF","South Africa","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MIFU","Fuels","-","-","-","-","USM","Million US dollar","Method of valuation","Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","124","CAN","Canada","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","-","-","-","-","USM","Million US dollar","Method of valuation","Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","140","CAF","Central African Republic","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Method of valuation","Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","201","","Czech and Slovak Federal Republic","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","-","-","-","-","USM","Million US dollar","Method of valuation","Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","296","KIR","Kiribati","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","-","-","-","-","USM","Million US dollar","Method of valuation","Until 2011: Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","124","CAN","Canada","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOF","Office and telecom equipment","-","-","-","-","USM","Million US dollar","Method of valuation","Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","533","ABW","Aruba, the Netherlands with respect to","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Method of valuation","imports are valued fob"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","MEX","Mexico","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACH","Chemicals","-","-","-","-","USM","Million US dollar","Method of valuation","Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","201","","Czech and Slovak Federal Republic","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","-","-","-","-","USM","Million US dollar","Method of valuation","Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","MEX","Mexico","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTEP","Electronic data processing and office equipment","-","-","-","-","USM","Million US dollar","Method of valuation","Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTIC","Integrated circuits and electronic components","-","-","-","-","USM","Million US dollar","Method of valuation","2000 onwards: Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","036","AUS","Australia","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","AGFO","Food","-","-","-","-","USM","Million US dollar","Method of valuation","Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","450","MDG","Madagascar","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Method of valuation","From 1991 to 1999: imports are valued f.o.b. Beginning 00: data sourced from NSO and NCB are CIF"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","076","BRA","Brazil","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTAU","Automotive products","-","-","-","-","USM","Million US dollar","Method of valuation","2000 onwards: Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","214","DOM","Dominican Republic","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOF","Office and telecom equipment","-","-","-","-","USM","Million US dollar","Method of valuation","Imports are valued f.o.b. until 2010, c.i.f. 2011 onwards (break in series)"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","124","CAN","Canada","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","-","-","-","-","USM","Million US dollar","Method of valuation","Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","124","CAN","Canada","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOTEP","Electronic data processing and office equipment","-","-","-","-","USM","Million US dollar","Method of valuation","Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","124","CAN","Canada","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTTE","Transport equipment","-","-","-","-","USM","Million US dollar","Method of valuation","Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","178","COG","Congo","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","-","-","-","-","USM","Million US dollar","Method of valuation","Beginning 2000: imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","124","CAN","Canada","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACHPH","Pharmaceuticals","-","-","-","-","USM","Million US dollar","Method of valuation","Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","201","","Czech and Slovak Federal Republic","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","-","-","-","-","USM","Million US dollar","Method of valuation","Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","124","CAN","Canada","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","-","-","-","-","USM","Million US dollar","Method of valuation","Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","214","DOM","Dominican Republic","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTAU","Automotive products","-","-","-","-","USM","Million US dollar","Method of valuation","Imports are valued f.o.b. until 2010, c.i.f. 2011 onwards (break in series)"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","203","CZE","Czech Republic","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Method of valuation","Prior to May 2004: imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","124","CAN","Canada","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","-","-","-","-","USM","Million US dollar","Method of valuation","Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","643","RUS","Russian Federation","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Method of valuation","beginning 94: imports are valued f.o.b. and include a coverage adjustment for shuttle trade."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","201","","Czech and Slovak Federal Republic","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTAU","Automotive products","-","-","-","-","USM","Million US dollar","Method of valuation","Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","296","KIR","Kiribati","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTAU","Automotive products","-","-","-","-","USM","Million US dollar","Method of valuation","Until 2011: Imports are valued f.o.b."
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","072","BWA","Botswana","000","","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","Method of valuation","Values include import duties"
