Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,4335186017,4961400439,5213047711,5895278024,6669673257,7689154053,8591517944,9275600800,10090675903,11615657031,13139863636,14591750000,16885511364,22347848101,25351306818,28525876727,31152835821,36176234968,44270204082,54481876725,56829664269,52346506765,54617989796,49428873839,48020024184,47820851221,56379593476,65652750377,76261277925,79169043223,97891092003,105143232380,116224672864,108809059156,116601801966,136878365936,145861612401,143157600150,144428172489,142588875294,130457756628,136309295225,154564203587,202370140236,240963562236,247875422204,273546728473,318902829551,355908689477,331308500253,297124961972,282995942007,242029307133,238907690051,235458133125,195683527003,193148146587,199844406014,212049447242,205144152831,188835201626,216240589485
Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,71494495.19,88322386.3,102244362.2,110900457,115651918.9,125435590,131803552.2,145533310.7,167728455.2,187589522.6,215009569.6,236357523.7,267327642.2,278098763,300757888.9,310160444.4,309812185.2,325111814.8,342172518.5,366911444.4,392190592.6,445903592.6,482009370.4,520044370.4,520444185.2,540336925.9,591018407.4,599118592.6,695555555.6,698700666.7,758683592.6,825976037,771275555.6,771013259.3,778655925.9,799882259.3,842620111.1,911497407.4,997007925.9,1061640741,1125685185,1166523556,1213485185,1043411111,1122083185
Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,69520026.67,88570952.87,106101175.7,140153748.2,169918948.6,211194305.7,240780413.6,282269373,355989047.3,420642463.4,476055288.4,435746974.8,402405069.4,416183706.9,379371608.4,412876071.1,603015696.5,787392365.8,898611007.9,929796722.4,1018970365,1016493395,1037921837,927219728.9,1005879948,1208946166,1197509787,1072147778,1149862703,1131561595,1068030830,1086172923,1169138789,1558753434,1822486689,1849805733,2013099482,2249811709,2499107511,2529948330,2503156061,2684467376,2609667674,2684952727,2842048998,2499115623,2707146783,2851610656,3055791341,2994332324,3075968329,
Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,1043599900,1076699900,1143600000,1262800000,1299099900,1331399900,1390700000,1453500000,1610500000,1715399900,1904000000,1984800000,2101300000,2569200100,3161499900,3645900000,4365300200,5480500200,6070600200,6902600200,7878700000,8607500300,8716999700,9050000400,9470000100,9721652087,7231963516,7084399840,7841602824,8410724361,7650125217,9406097735,10440842165,11399942453,12983235568,14655404433,15674835615,17790026222,19395491993,18318412251,19288827159,18405203853,20444205991,21576351799,23577286227,26783543667,29744368111,33567868323,38503862831,37125943565,40676432029,46876114650,49593961142,52996540704,57852399964,62186186576,66053725049,71654134379,73208583759,77020015201,77604632621,85986321551
Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3394000000,3569000000,3869000000,4213000000,4238000000,4397000000,4658000000,4828000000,4949000000,4984000000,5265000000,5399000000,5610000000,5799000000,5901000000,6013000000,6060000000,6364000000,5844000000,
Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,170215248.2,185848451.3,194948375.4,175756868.7,194773376.9,213235294.1,228705882.4,250176470.6,229750000,249300000,267800000,282050000,285380952.4,307047619,433954545.5,494791666.7,454440000,449880000,507080000,530440000,603200000,570357107.1,482000000,489333333.3,437631605.3,453488372.1,504651139.5,354591846.9,413799990,379779389.7,396582263.3,348533094.8,373573141.5,454101382.5,540874934.2,621626785.9,705406001.4,749138009.6,717530683.2,694754988.3,712667896.7,712167575.6,726131434.7,743064076.8,787814379.2,824880550.3,2379818383,2730971150,3025187924,3165663153,3432913073,3691384318,4063089192,4167800259,4127659492,4279840194,4482697337,4748174334,4787636237,5173760192,5471256595,7409179921
High income,HIC,GDP (current US$),NY.GDP.MKTP.CD,1069224286226,1131820800486,1221770864129,1316147609028,1436599732484,1560087191225,1711422184661,1836211863667,1991235599220,2190768574308,2393471564328,2657178687212,3082275756117,3729426056832,4204936667940,4691983007048,5112771154293,5789925390522,6937879796565,8021655305457,8959658940605,9095619219978,9011122899673,9304064983432,9705228105478,10190505047644,12373419899038,14340678432734,16145940441488,16894417210258,18979337151827,20070643101597,21588557317921,21755213444015,23418814469782,26009088614425,26232597312321,25783724902445,25881163614871,27185833341209,27754366209042,27478716759913,28653570606236,32118969996966,35763809661307,37825498840236,39962304329650,43760927781950,46623202312258,43669720512307,45752167133311,49400951947041,49426119717934,50047896627312,51126000506570,48258374724904,49298560658249,51558534599569,54815581180362,55289237589072,53699833079338,59445422597099
"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,1320796652,1383681651,1612346412,1935298266,2206466461,2435078534,2489845017,2692474989,2716964388,3189740055,3800766536,4476001946,5710107420,8030117556,9388663646,10048022370,12876366009,15719433719,18315007366,22526035941,28861759209,31055409443,32291306282,29907091340,33511383986,35699543051,41075570592,50622571586,59707404561,68790369107,76928290842,88959620136,104272278635,120353947981,135812069769,144652912433,159717233622,177352785420,168886163222,165768095392,171668164083,169403241524,166349228737,161384522525,169099768875,181570082162,193536265094,211597405594,219279678430,214046415026,228637697575,248513617677,262629441493,275696879835,291459356985,309383627029,320858250776,341273289534,361731070996,363052489184,344881400505,368139247671
Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,335650000,356200000,387750000,410200000,457000000,508650000,549950000,598100000,646800000,668000050,723000000,731000000,802999950,912499950,1034500000,1124000000,1347999950,1669499950,3097242093,3544281976,3968160046,4043894879,4266503526,4476697185,4915311847,5278120713,5677828959,6190521242,5902717091,5432344902,4923009552,4648668479,4943700431,4926728933,4642280682,5347445005,5215028986,5737099650,6366340266,6414520530,7186650135,7651174661,7858235333,8230387552,8869311411,9757034457,10917481688,12361257681,13881701034,14587496229,15839344592,17710315006,18528601901,18499710128,19756494435,20979767785,21717622071,23136232230,24067778954,25089976947,23827840810,28488668302
Heavily indebted poor countries (HIPC),HPC,GDP (current US$),NY.GDP.MKTP.CD,17360551606,17810256436,19383483570,23386439658,20892307286,24400739742,26571468987,26028372498,27543450554,30606053417,32080189239,34542740168,37622082871,45504435628,55470443840,63372321893,67284966319,79103966752,91379771760,102149223349,110546612987,107572426356,106872165425,102405323314,103107736516,102559075903,117830853108,129687584663,136710916345,139565492419,161312180661,174925139194,131774497712,136738570690,116104380252,135525141306,146912874514,152989600838,161880564029,162648079836,176448622411,171532830445,184656537426,209038742820,240959217922,276891783723,326495716123,391474804965,465585740786,470851143296,520218298652,583029263320,604866547389,673156514396,715228883440,693546549509,728868758297,808758193981,770227091404,797617929914,803283582150,894494280734
Croatia,HRV,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22717081925,24075166261,24091170703,25792876644,23677307509,21839780971,23273640257,27074550258,34985749883,41958833541,45780237257,50860788253,60542673503,70750646248,63084004705,60426018629,63169910822,57192346923,58889082315,58330289757,50163192883,52295158344,56214427431,62247874949,62246206341,57203783203,67837788544
Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,273187200,271066000,281896800,294883400,325281200,353251800,368948600,369124200,367968800,391820400,331200000,362800000,372000000,466800000,565400000,681400000,879000000,947000000,974200000,1080600000,1383800000,1479400000,1474200000,1623600000,1816200000,2009400000,2318000000,2047200000,2613926800,2736243800,3096289800,3473540602,2257121668,1878248741,2167564195,2813313279,2907514523,3338938830,3723909227,4153736347,6813577558,6331961555,6058134467,4826827577,6036959915,7184064657,7518107787,9522763154,10485225353,11597014807,11859315079,13008754111,13708926466,14902474091,15139264670,14833154472,13987693739,15035560373,16455034353,14785839383,14508218017,20944392615
Hungary,HUN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34753569693,38730585922,40124916941,43166678735,46425677734,46658755152,47296952929,48706787306,49073380174,47218405892,53749989092,67608919144,85302003908,104141042626,113236711636,115751266695,140227560615,158374419641,131114229049,132231134159,141999960210,128857370477,135732595722,141078984817,125210324613,128636108315,143136245597,160586833778,163526491433,156743134666,182280517581
IBRD only,IBD,GDP (current US$),NY.GDP.MKTP.CD,327204160846,313137738208,320917769739,344262101178,389544157511,427559386319,441410689055,453275726755,478542589007,534168081666,580897062783,634133555565,713410992826,923601435330,1163825805543,1256999081921,1360905038981,1541651956739,1661415134467,1986017498334,2350862676422,2536379383024,2511116062107,2472688843226,2516670453314,2619969102892,2721194096374,2780422143055,2994580288823,3105001132466,3571969618683,3460752715569,3640897970327,3911776965325,4324201703230,4910113673922,5362340717400,5686204103699,5520751888183,5376598458240,5851018524493,5922928533346,6012947768642,6760231151573,8057415924225,9634049138992,11425739131852,14191372953572,17032754354071,16521481128183,20097496245440,23788655660459,25281744734511,26687314344078,27585919437824,25838407546532,26049357277804,28755722549809,30580348814901,31244154278544,30032432470233,35451524325723
IDA & IBRD total,IBT,GDP (current US$),NY.GDP.MKTP.CD,363569102995,352695168049,364189977442,393260074757,436185757647,480228173057,499017224936,511165786376,539542428695,602712989620,661171512919,713741360384,795644170391,1016245600934,1290377369868,1410777873390,1520022567616,1714528004364,1859024805205,2215868318039,2624924822099,2952727042065,2900908598233,2793241872668,2809094497765,2917975977925,3021245533806,3106723951322,3314188341805,3429380434604,3941505986852,3846912603078,3991825770212,4253036898331,4664117575202,5302338944712,5803381317673,6145265685071,5988636654958,5858653601599,6386350203645,6461460423129,6590518137825,7402864300660,8813932644614,10518867688114,12481151014171,15427527154617,18509147030661,17990699267609,21779204981599,25494070387348,27074329762050,28633433322819,29669217348405,27890618520661,28148206251242,30949196507980,32816676763015,33581689373310,32364941970351,37997904401784
IDA total,IDA,GDP (current US$),NY.GDP.MKTP.CD,36900947650,38965513998,41990402228,47190401379,46072882466,51787666940,56196736130,56638998163,59696266506,67025857067,77817929947,78060477954,81532389684,93698102112,126487047402,151353743184,157509229049,172067545638,195177876820,227822907134,271386577142,397994583715,374660774930,314250205341,290605822504,297015415883,300298574760,323774231052,320180132012,324476417867,369391560080,386503598806,350830948361,340905745967,338953288163,391229646198,440252367168,458022685894,467398833504,482203775266,535746560559,538879149885,578582720264,643672322376,757616353956,885842595609,1056715380019,1236671998524,1476907110410,1469798613985,1682183372034,1705350329121,1792472954654,1946118978741,2083297910580,2051054023531,2097401216014,2193037942018,2236771221491,2337492148245,2332329928471,2544817395143
IDA blend,IDB,GDP (current US$),NY.GDP.MKTP.CD,12063624832,12910165409,13806052818,14611892062,15945493756,17314118925,18833569942,18930348689,19982308075,22860635436,31424467846,29185189386,32770612978,34960223319,50396432458,57971303959,69959449057,73756437110,80183381629,98426808638,126263018336,243040581389,222134518720,168564666398,144656450536,145317209710,131018132846,134041213907,137620453845,132645365787,146299175328,146920292900,147612326969,132706047315,133300738210,156253999295,172449840382,176072185275,173821066984,181554213671,206736783138,206419040853,228104525728,256485188711,312143017307,373205808606,466944898900,538493859393,639865739645,606825168834,709900520106,814255824793,900552955434,978009434733,1049295978895,1011469386664,977136218823,959820517814,1007826238815,1040154261858,999383582141,1090090509343
Indonesia,IDN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,5667756645,7076465295,8337423313,9150684932,9333536360,10997590361,16273253012,25802409639,30463855422,37269156627,45808915663,51455719100,51400186379,72482337371,85518233450,90158449307,81052283404,84853699995,85289491747,79954072569,75929617576,84300174476,94451427898,106140727357,116621996217,128026966580,158006700302,176892143932,202132028723,227369679375,215748998610,95445547873,140001351215,165021012078,160446947785,195660611165,234772463824,256836875295,285868618224,364570514305,432216737775,510228634992,539580085612,755094160363,892969107923,917869910106,912524136718,890814755233,860854235065,931877364178,1015618742566,1042271531012,1119099868265,1058688935455,1186092991320
IDA only,IDX,GDP (current US$),NY.GDP.MKTP.CD,25623664426,26855051990,29060744250,33687637210,30979451541,35515012763,38487064043,38848376074,40911444170,45456705997,47279117145,50051048302,49711809813,60157871525,77618311477,95518893891,88504525873,99705712878,117041661688,131139507585,146006430672,148620517314,147203983577,142908535534,144448091154,150364127094,169191042722,190094472993,182608140565,192067115873,223490133285,240467772320,203183108224,208768142288,206159754180,235458592143,268490801387,282809443531,294704912376,301717078193,329980830727,333500609787,351326395132,388051477798,446191733898,513236756725,589852073855,698506008875,837527262442,863599240764,972926010658,891297497684,891921151320,968109544008,1034001931685,1039584636867,1120264997191,1233217424205,1228944982676,1297337886387,1333641390974,1455496866168
Isle of Man,IMN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914762873.7,1023005863,1180968165,1382605389,1567402514,1563667800,1659131244,1947332922,2328658228,2822358473,3032400000,3422651334,4466100440,5928420956,5487083658,5920177689,6566098382,6690725118,7000748788,7708834951,7085288006,6846691871,6979581725,7491969313,7315388052,,
India,IND,GDP (current US$),NY.GDP.MKTP.CD,37029883876,39232435784,42161481858,48421923459,56480289941,59554854576,45865462034,50134942204,53085455871,58447995017,62422483055,67350988021,71463193831,85515269585,99525899116,98472796457,102717164466,121487322476,137300295313,152991653794,186325345087,193490610030,200715145363,218262273407,212158234167,232511877842,248985994041,279033584092,296588994812,296042354985,320979026420,270105341879,288208430384,279296022988,327275583540,360281952717,392897054348,415867753864,421351477505,458820417338,468394937262,485441014539,514937948870,607699285434,709148514805,820381595513,940259888792,1216735441525,1198895582138,1341886602799,1675615335601,1823049927771,1827637859136,1856722121395,2039127446299,2103587813813,2294797980509,2651472946375,2702929718960,2831552222520,2667687951797,3173397590817
Not classified,INX,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,GDP (current US$),NY.GDP.MKTP.CD,1939329775,2088012282,2260349684,2430843768,2766608946,2945704143,3104034393,3343636773,3278584478,3787077344,4395995086,5098250287,6318060582,7481173066,7896860615,9483808362,9453756015,11248340431,14647996074,18319334300,21747855640,20670190138,21474752962,20766047764,20106648455,21270013326,28714571852,33920518493,37772896221,39238392678,49305632408,49787501584,55918538121,52417477614,57097656066,69139823232,75790786290,82856648758,90199410116,98893958263,100207610430,109346669230,128596035288,164670771260,194372115041,211876989656,232180617162,270079279420,275447471451,236443115854,221876011284,238975558967,225496810957,238279269751,258969649064,291580037584,298928152645,335430829594,385041711506,399122063504,425888950992,498559576715
"Iran, Islamic Rep.",IRN,GDP (current US$),NY.GDP.MKTP.CD,4199134390,4426949095,4693566416,4928628018,5379845648,6197319929,6789938672,7555383690,8623172960,9743089607,10976245154,13731801564,17153463263,27081698250,46209092072,51776222350,68055295081,80600122702,77994316621,90391877326,94362275580,100499312750,125948756439,156365156618,162276728620,180183629600,209094561833,134009995923,123057861334,120496362916,124813263926,,,63743623232,71841461173,96419225744,120403931885,113919163421,110276913363,113848450088,109591707802,126878750296,128626917504,153544751395,190043433965,226452138292,266298911661,349881601459,412336172447,416397025729,486807615326,626133114527,644035510448,492775565650,460382791826,408212918054,457954614143,486630146444,330991589889,291362916336,231547571240,
Iraq,IRQ,GDP (current US$),NY.GDP.MKTP.CD,1684121535,1831700364,1954634836,1978437693,2340521143,,,,2896947634,3008120975,3281713806,3865346535,4113848002,5134367778,11516762614,13458516763,17754825601,19838130715,23762275652,37816457839,52569000000,37823000000,42382333333,40712903226,46938387097,48425161290,47264516129,56774193548,62684516129,65831935484,180408064516,407796349.7,553671957.7,1031944881,3991349283,12894029888,10433698621,20764857056,20617405044,36881601584,48364250944,36176430129,32928454672,21921569479,36627901762,49954890353,65140147197,88837055195,131614433712,111657581662,138516722650,185749664444,218002481738,234637675129,228415656175,166774109674,166602488748,187217660051,227367469034,233636097800,184369797315,207889333724
Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,248434097,253885656.3,284916516.2,340061650.1,434267936.9,523694949.4,628893310.4,621225962.2,474399471.6,414709311.4,526704545.5,670251136.4,839652164.1,1154440253,1515190595,1406875081,1669488390,2208509076,2511826196,2853435054,3381419251,3492997010,3206626645,2765950336,2864441387,2984052357,3989622739,5520318405,6106635816,5672569449,6468736356,6909730288,7080981738,6218581532,6389460343,7123633418,7426082271,7569666974,8503693099,8982047589,9025660362,8234846805,9318395055,11429333038,13825302536,16852963067,17465318552,21652505597,18074622987,13154414219,13751161918,15221622926,14751508134,16125060515,17867662178,17517210519,20793168031,24728285177,26267063758,24857740445,21718075725,25458933916
Israel,ISR,GDP (current US$),NY.GDP.MKTP.CD,2598500000,3138500000,2510000000,2992333333,3405333333,3663333333,3980000000,4030000000,4619000000,5329333333,,,,,,,,,,,,,,,,,,,,,,,,,,100605702521,110180666416,114753492202,115999082656,117166318091,132455662080,130816321183,121148475242,127046633803,135571348059,142657069100,154145495309,179161786957,216711549610,207953439209,234654589560,262293871093,258417104164,294167366504,310944937638,300078278118,319024417317,355277223507,373641241441,397934596953,407100736594,481591266133
Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,40385288344,44842760293,50383891899,57710743060,63175417019,67978153851,73654870011,81133120065,87942231678,97085082807,113395315985,124672365793,145260039841,175492055795,199564489431,227695851127,224717278437,257596313364,315058323066,393677161501,477256775944,430702851303,427272645669,443042373789,437887689002,452217492141,640386352773,805713128174,891608957156,928661332204,1181222653523,1246220156079,1320161644933,1064958075551,1099216688281,1174662070605,1312426527795,1241879604366,1270052525928,1252446659834,1146676894210,1168023426056,1276769338449,1577621707051,1806542968546,1858217147204,1949551719390,2213102482751,2408655348719,2199928804119,2136099955237,2294994296590,2086957656822,2141924094299,2162009615997,1836637711061,1877071687634,1961796197354,2091932426267,2011285742552,1892574064222,2099880198259
Jamaica,JAM,GDP (current US$),NY.GDP.MKTP.CD,699050679,748028839.4,777712445.8,826690466.2,897931401.4,972140557.2,1096738065,1148025407,1083883355,1191287652,1404776071,1539865514,1875048860,1905917553,2375096249,2860411286,2966010230,3249697393,2644449232,2425033998,2679409453,2979061412,3293533288,3619294121,2373566957,2100223150,2754566176,3286987552,3828310735,4404970059,4592224067,4106199176,3535460090,5440064773,5452564385,6577523825,7393883555,8400033894,8787195622,8887061867,9005064475,9194717836,9719017926,9430230564,10174664854,11243868486,11930171468,12799593018,13709402085,12120460873,13220556883,14444655300,14807086889,14264202737,13899228824,14188935948,14077109397,14808989993,15730793853,15830768550,13812425037,13638230996
Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,,,,,,599831979.8,658078969.5,631755810.7,561187342.5,698963875.7,639596751.6,678241389,788574629,943700547.8,1197454207,1363039400,1708734940,2096568479,2602748691,3271728272,3910036925,4384685230,4680567376,4920407601,4966710013,4993829194,6401380000,6755599114,6277197435,4220945005,4160003917,4344250257,5311329067,5605841536,6237739516,6727446632,6928359238,7246188575,7912327362,8149106065,8460424401,8975689845,9582453032,10195660790,11411390409,12588665303,15056929760,17110587447,22657662393,24537876056,27133804225,29524149155,31634561690,34454440141,36847643521,38587017887,39892551127,41408960845,42932112676,44502895915,43697659296,45243661972
Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,44307342950,53508617739,60723018684,69498131797,81749006382,90950278258,105628070343,123781880218,146601072686,172204199481,212609187919,240151807460,318031297492,432082670451,479625998613,521541905673,586161859000,721411786537,1013612173519,1055012119526,1105385973764,1218988935130,1134518001885,1243323592059,1318381627004,1398892744821,2078953333674,2532808573157,3071683013179,3054914166263,3132817652848,3584420077101,3908809463464,4454143876947,4998797547741,5545563663890,4923391533852,4492448605639,4098362709531,4635982224064,4968359075957,4374711694091,4182846045874,4519561645254,4893116005657,4831467035390,4601663122650,4579750920355,5106679115127,5289493117994,5759071769013,6233147172341,6272362996105,5212328181166,4896994405353,4444930651964,5003677627544,4930837369151,5037835383111,5123318151511,5040107754084,4937421880462
Kazakhstan,KAZ,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26932729103,24923076923,24917355372,23409260880,21250792886,20374302652,21035368251,22165932063,22135254836,16870821840,18291994909,22152694162,24636593223,30833699703,43151647003,57123671734,81003884545,104849886826,133441612247,115308661143,148047348241,192626507972,207998568866,236634552078,221415572820,184388432149,137278320084,166805800596,179339994859,181667190076,171082379533,190814274226
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,791265458.8,792959472.1,868111400,926589348.6,998759333.6,997919320,1164519673,1232559506,1353295458,1458379415,1603447357,1778391289,2107279157,2508998457,2969942180,3259344936,3474542392,4494378855,5303734883,6234390975,7265315332,6854491454,6431579358,5979198464,6191437071,6135034338,7239126717,7970820531,8355380879,8283114648,8572359163,8151479004,8209129172,5751789915,7148145376,9046326060,12045858436,13115773738,14093998844,12896013577,12705357103,12986007426,13147743911,14904517650,16095337094,18737897745,25825524821,31958195182,35895153328,42347217913,45405587557,46869457318,56396706006,61671425370,68285768554,70120413329,74815121315,82035800868,92202956321,100379713697,100666542666,110347079517
Kyrgyz Republic,KGZ,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2675000000,2569444444,2316562500,2028295455,1681006993,1661018519,1827570586,1767864036,1645963750,1249061487,1369688498,1525116370,1605643105,1919008090,2211534585,2460248026,2834168889,3802566171,5139957785,4690062255,4794357795,6197766119,6605139933,7335027592,7468096567,6678178340,6813092066,7702934800,8271108638,8871026074,7780874537,8543423503
Cambodia,KHM,GDP (current US$),NY.GDP.MKTP.CD,637142865.7,642857134.3,660000008.6,728571437.1,782857128.6,868571428.6,914285714.3,962857134.3,1065714249,978873232.4,718401157.7,969911421.4,505549441.4,702899156,588443893.7,,,,,,,,,,,,,,,,,,,2533727592,2791435272,3441205693,3506695720,3443413389,3120425503,3517242477,3654031716,3984000517,4284028483,4658246918,5337833248,6293046162,7274595707,8639235842,10351914093,10401851851,11242275199,12829541141,14054443213,15227991395,16702610842,18049954289,20016747754,22177200512,24571753583,27089389787,25872798012,26961061120
Kiribati,KIR,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,14295279.54,15278632.48,18936526.95,31710657.73,85637174.37,55081816.99,41109617.5,38748059.44,45210026.32,42620165.44,38715554.54,41369800.05,40572066.13,37837837.84,41246160.6,32125148.4,32085561.5,33608738.27,42972107.2,41119721.65,39809538.68,47515189.28,47737955.35,46919624.64,54832577.86,56338028.17,66515376.79,67537479.59,65334841.06,69032258.06,67254174.4,63101272.37,72196457.68,90231856.8,102367039.3,112133944.3,110234939.8,132671743,141042610.3,132419903.3,155299728.5,180665807.2,189630114.9,184550740.1,177862310.4,170291002,178509814.1,188192060.1,196230573.8,177935349.3,180911843.6,
St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,12366563.61,12483229.31,12541562.15,12833226.39,13416554.86,13593932.32,14469078.18,16742338.25,14600000,15850000,16300000,19624746.45,22944849.12,24196018.38,31514856.31,33364055.3,30095602.29,44496296.3,49433333.33,58840740.74,68459259.26,80888888.89,86022222.22,86874074.07,98603703.7,111007407.4,130685185.2,147748148.1,172692592.6,192518518.5,217259259.3,220540740.7,242137037,263755555.6,295159259.3,313485185.2,333944444.4,374641308,383257331.4,406595484.4,421695769.8,458643829,481077373.7,469869869.9,506900000,547203703.7,644414814.8,689285185.2,777691333.3,774273111.1,778718111.1,836092407.4,826231629.6,875376407.4,954062481.5,958407222.2,1008942296,1060638333,1078505889,1164877852,980905888.9,976150666.7
"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,3958190759,2417558289,2814318517,3988784572,3458939358,3120833333,3928908381,4855907142,6119284294,7678581344,9005023184,9903499928,10862327878,13876531432,19544094741,21784297521,29902479339,38446487603,51972107438,66946900826,65398646758,72933350954,78358866335,87760360941,97510235986,101296177099,116836802995,147948259723,199590823957,246927292765,283367525715,330648530715,355525267405,392666101885,463617399963,566583427334,610169556840,569754543830,383330931042,497512659612,576178114168,547658231280,627246081417,702717332013,793175007858,934901071333,1053216909888,1172614086540,1047339010225,943941876219,1144066965324,1253223044719,1278427634343,1370795199976,1484318219634,1465773245547,1500111596236,1623901496836,1724845615629,1651422932448,1637895802793,1798533915091
Kuwait,KWT,GDP (current US$),NY.GDP.MKTP.CD,,,,,,2097451694,2391486978,2441893027,2663119574,2769532344,2873984878,3880370402,4451200973,5408293999,13004774557,12024138276,13131668947,14135729588,15500908760,24746019537,28638550499,25056672166,21577977770,20869434305,21697297872,21442619681,17903681693,22365734482,20692472760,24312117767,18427777778,11008793176,19858555215,23941391391,24848483838,27191353887,31493319973,30355093966,25939960630,30123850197,37712842243,34887512227,38137545245,47876510067,59439090601,80798630137,101548931771,114639690359,147395089286,105963168867,115419399860,154068115942,174070382279,174161142454,162631412509,114567298106,109419728567,120707435542,138182400494,136196760181,105960225688,
Latin America & Caribbean (excluding high income),LAC,GDP (current US$),NY.GDP.MKTP.CD,68335857322,71544948484,77784478750,78360336749,89861395781,97441124532,107721559394,109608801714,117918086391,132105648957,143665863201,159026726587,180888542279,242016640320,317969211493,342939911538,373359667132,405251896106,460749682812,540936697756,653101648122,747511583816,689457573898,595810038538,601908846268,596746544051,596405787658,640030883746,710579828877,798246046723,963521069746,1030648580113,1119246593582,1319057771622,1567457870847,1678200476374,1832387532645,1999393698681,2008321073040,1779648716734,1968548980768,1913816759273,1720305024207,1759381099333,2008254671509,2432275538021,2839039058439,3355658174830,3882848034301,3605011069900,4513238410408,5275523092615,5247982874117,5386102135061,5410692635982,4599013460013,4469554771604,4985190331086,4840908109012,4778836894074,3997944092007,4607069828667
Lao PDR,LAO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,1757142806,2366666616,1776842041,1087273104,598961269.3,714046821.1,865559856.2,1028087972,1127806945,1327748655,1543606345,1763536305,1873671550,1747011857,1280177839,1454430642,1731198022,1768619058,1758176653,2023324407,2366398120,2735558726,3455031448,4223152219,5446434032,5836138127,7131773633,8750107402,10192848926,11983252611,13279248479,14426381187,15912495369,17071162084,18141651381,18740559554,18981800705,18827148530
Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3313540068,2717998688,2838485354,4690415093,5843579161,7941744492,9599127050,11718795528,13690217333,15751867489,17247179006,17391056369,17260364842,17649751244,19152238806,20082918740,21159827992,21497336499,22022709852,24827355015,29118916106,35399582929,38443907042,39927125961,44016799516,46880103081,48095213746,49929337837,51147308774,53027680686,54901519156,51605959131,25948915861,18076624840
Liberia,LBR,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,874000000,906000000,927000000,748000000,897000000,949000000,1119000000,1373000000,1726000000,1768000000,1998000000,2398000000,2791614000,3177198100,3225652000,3227075700,3398419600,3390703400,3422754800,3319596500,3039982540,3486741370
Libya,LBY,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28901836158,31995012469,33881392045,30657030223,28607921929,25544128199,27884615385,30698633109,27249786142,35976714101,38270206950,34110064452,20481889764,26265625000,33122307692,47334148578,60092950670,68035403136,86708074534,60810211408,75380170508,48167374612,92538004280,75350633011,57372445772,48717854040,49910960875,67158415842,76684175824,69252306372,52320215472,41879579677
